timesteps,wall_time,num_episodes,max_episode_rewards,mean_episode_rewards,min_episode_rewards,max_episode_len,mean_episode_len,min_episode_len,mean_timeouts,val_max_episode_rewards,val_mean_episode_rewards,val_min_episode_rewards,val_max_episode_len,val_mean_episode_len,val_min_episode_len,val_mean_timeouts
2162688,4729.2817413806915,28504,10.0,4.75,0.0,172,58.825,0,0.0,10.0,4.75,0.0,181,61.8,0,0.0
2228224,4878.3862681388855,29594,10.0,6.75,0.0,144,53.725,0,0.05,10.0,6.0,0.0,146,66.325,0,0.0
2293760,5030.765292167664,30682,10.0,4.75,0.0,176,60.575,0,0.025,10.0,6.0,0.0,162,53.05,0,0.0
2359296,5179.407633066177,31837,10.0,5.25,0.0,146,59.1,0,0.0,10.0,5.0,0.0,180,60.45,0,0.0
2424832,5321.904978752136,32926,10.0,5.0,0.0,193,56.2,0,0.0,10.0,5.0,0.0,201,60.6,0,0.0
2490368,5469.885543584824,34002,10.0,5.25,0.0,194,60.475,0,0.0,10.0,6.0,0.0,193,63.85,0,0.025
2555904,5623.547944545746,35033,10.0,5.5,0.0,232,73.0,0,0.0,10.0,6.0,0.0,177,58.375,0,0.0
2621440,5785.004148244858,36073,10.0,6.0,0.0,198,60.6,0,0.025,10.0,3.75,0.0,193,69.45,0,0.0
2686976,5933.047528505325,37121,10.0,6.75,0.0,230,63.0,0,0.0,10.0,6.0,0.0,181,71.55,0,0.0
2752512,6082.62716960907,38197,10.0,5.25,0.0,183,63.15,0,0.0,10.0,6.0,0.0,182,68.325,0,0.0
2818048,6239.393218994141,39267,10.0,5.0,0.0,166,58.35,0,0.0,10.0,6.0,0.0,219,80.075,0,0.0
2883584,6385.79142165184,40330,10.0,5.25,0.0,126,57.575,0,0.0,10.0,5.0,0.0,177,69.2,0,0.0
2949120,6536.607990980148,41414,10.0,4.75,0.0,173,69.525,0,0.0,10.0,6.25,0.0,120,58.2,0,0.0
3014656,6688.409464597702,42474,10.0,6.5,0.0,166,56.95,0,0.0,10.0,7.25,0.0,193,70.65,0,0.0
3080192,6836.8809859752655,43568,10.0,6.0,0.0,228,56.025,0,0.0,10.0,7.0,0.0,258,62.55,0,0.0
3145728,6983.936567306519,44664,10.0,6.5,0.0,122,56.125,0,0.025,10.0,6.25,0.0,213,58.725,0,0.0
3211264,7138.900765180588,45789,10.0,6.25,0.0,165,58.275,0,0.0,10.0,5.5,0.0,155,51.125,0,0.0
3276800,7288.72762966156,46911,10.0,5.0,0.0,180,59.25,0,0.0,10.0,5.5,0.0,125,56.8,0,0.0
3342336,7437.942715644836,47987,10.0,6.75,0.0,192,58.075,0,0.0,10.0,6.0,0.0,160,56.875,0,0.0
3407872,7581.51252913475,49039,10.0,5.25,0.0,160,58.225,0,0.0,10.0,6.0,0.0,211,68.725,0,0.0
3473408,7721.747538566589,50044,10.0,5.5,0.0,217,71.225,0,0.0,10.0,6.75,0.0,251,58.925,0,0.0
3538944,7867.851781845093,50991,10.0,5.25,0.0,363,82.7,0,0.0,10.0,5.25,0.0,236,66.425,0,0.05
3604480,8008.757476091385,51882,10.0,5.75,0.0,322,83.65,0,0.0,10.0,7.0,0.0,382,67.925,0,0.0
3670016,8144.025521039963,52753,10.0,5.75,0.0,272,66.075,0,0.0,10.0,7.0,0.0,170,60.425,0,0.0
3735552,8289.498952627182,53606,10.0,5.5,0.0,258,69.85,0,0.025,10.0,6.0,0.0,196,65.325,0,0.0
3801088,8429.039869308472,54441,10.0,6.25,0.0,330,84.675,0,0.0,10.0,6.25,0.0,223,66.675,0,0.0
3866624,8576.510831832886,55242,10.0,5.0,0.0,525,107.425,0,0.0,10.0,4.5,0.0,235,70.225,0,0.0
3932160,8717.633464336395,55984,10.0,7.0,0.0,328,76.65,0,0.0,10.0,7.25,0.0,152,55.175,0,0.025
3997696,8858.65103316307,56782,10.0,6.5,0.0,362,85.85,0,0.025,10.0,5.75,0.0,377,72.35,0,0.0
4063232,9004.321884393692,57555,10.0,5.5,0.0,399,88.375,0,0.025,10.0,5.5,0.0,377,69.925,0,0.0
4128768,9147.221616268158,58315,10.0,6.25,0.0,627,88.8,0,0.025,10.0,6.75,0.0,444,79.85,0,0.0
4194304,9289.62160229683,58993,10.0,6.25,0.0,210,66.65,0,0.0,10.0,5.75,0.0,263,81.0,0,0.0
4259840,9429.64317560196,59673,10.0,6.0,0.0,590,86.225,0,0.0,10.0,5.5,0.0,376,95.45,0,0.0
4325376,9565.713225603104,60233,10.0,6.0,0.0,533,78.35,0,0.025,10.0,5.75,0.0,399,83.125,0,0.0
4390912,9713.450818061829,60683,10.0,5.25,0.0,821,113.225,0,0.0,10.0,5.0,0.0,406,101.45,0,0.0
4456448,9860.870167970657,61123,10.0,4.75,0.0,1000,179.3,0,0.025,10.0,5.0,0.0,1000,172.1,0,0.0
4521984,10003.93373131752,61545,10.0,5.5,0.0,1000,170.875,0,0.0,10.0,6.0,0.0,894,160.65,0,0.0
4587520,10151.703439235687,62050,10.0,4.25,0.0,602,163.375,0,0.0,10.0,6.0,0.0,803,126.1,0,0.0
4653056,10298.395553827286,62581,10.0,6.0,0.0,1000,127.675,0,0.0,10.0,5.75,0.0,1000,137.375,0,0.025
4718592,10442.82095527649,63168,10.0,6.75,0.0,673,104.775,0,0.0,10.0,6.5,0.0,558,107.675,0,0.0
4784128,10582.54953122139,63807,10.0,7.5,0.0,557,87.7,0,0.025,10.0,6.25,0.0,1000,105.475,0,0.025
4849664,10721.334163665771,64487,10.0,7.0,0.0,610,96.625,0,0.0,10.0,5.75,0.0,1000,132.8,0,0.025
4915200,10866.202385902405,65137,10.0,7.0,0.0,911,97.1,0,0.0,10.0,6.0,0.0,287,95.425,0,0.0
4980736,11013.86177945137,65840,10.0,5.75,0.0,937,127.475,0,0.025,10.0,6.5,0.0,390,76.5,0,0.0
5046272,11163.90147447586,66623,10.0,5.5,0.0,476,89.65,0,0.0,10.0,6.5,0.0,569,80.45,0,0.025
5111808,11309.580055475235,67407,10.0,6.75,0.0,244,77.1,0,0.0,10.0,6.75,0.0,392,79.925,0,0.0
5177344,11455.979979276657,68203,10.0,6.0,0.0,468,80.575,0,0.0,10.0,6.75,0.0,142,51.15,0,0.025
5242880,11608.69400048256,69063,10.0,5.75,0.0,348,78.325,0,0.0,10.0,6.25,0.0,740,87.6,0,0.0
5308416,11752.853099107742,69918,10.0,6.0,0.0,269,71.175,0,0.0,10.0,6.0,0.0,314,81.475,0,0.0
5373952,11901.698693990707,70683,10.0,6.25,0.0,162,61.625,0,0.0,10.0,6.0,0.0,402,81.45,0,0.0
5439488,12049.790608406067,71356,10.0,5.0,0.0,535,107.775,0,0.0,10.0,6.5,0.0,234,78.975,0,0.0
5505024,12202.483627557755,72018,10.0,5.5,0.0,1000,137.775,0,0.0,10.0,6.25,0.0,443,106.075,0,0.0
5570560,12393.754222154617,72735,10.0,6.5,0.0,877,104.275,0,0.0,10.0,7.0,0.0,663,88.825,0,0.0
5636096,12546.249758720398,73492,10.0,5.5,0.0,1000,147.325,0,0.0,10.0,5.5,0.0,450,74.6,0,0.0
5701632,12701.99905204773,74306,10.0,5.75,0.0,284,69.975,0,0.0,10.0,6.75,0.0,689,98.9,0,0.0
5767168,12849.412350654602,75080,10.0,5.75,0.0,209,80.125,0,0.0,10.0,6.75,0.0,643,90.55,0,0.0
5832704,12999.467032432556,75867,10.0,6.25,0.0,505,73.325,0,0.0,10.0,6.25,0.0,346,72.325,0,0.0
5898240,13147.442215681076,76609,10.0,6.75,0.0,183,67.7,0,0.0,10.0,6.0,0.0,249,79.05,0,0.0
5963776,13290.082293987274,77317,10.0,5.75,0.0,480,91.825,0,0.025,10.0,7.0,0.0,459,90.275,0,0.0
6029312,13436.34597992897,78031,10.0,6.0,0.0,740,100.4,0,0.0,10.0,6.75,0.0,1000,126.325,0,0.0
6094848,13579.755598545074,78839,10.0,5.25,0.0,744,96.125,0,0.0,10.0,6.5,0.0,423,90.0,0,0.025
6160384,13728.66248178482,79601,10.0,6.0,0.0,495,91.675,0,0.0,10.0,6.5,0.0,217,77.225,0,0.0
6225920,13870.653336286545,80442,10.0,6.5,0.0,264,75.875,0,0.0,10.0,7.75,0.0,197,62.45,0,0.0
6291456,14018.049242734909,81286,10.0,6.5,0.0,330,86.975,0,0.0,10.0,7.25,0.0,414,87.675,0,0.0
6356992,14164.873278617859,82131,10.0,5.5,0.0,556,83.3,0,0.0,10.0,6.5,0.0,323,85.125,0,0.0
6422528,14301.431295394897,82927,10.0,8.25,0.0,152,59.875,0,0.0,10.0,6.5,0.0,264,75.4,0,0.0
6488064,14435.367257595062,83676,10.0,5.5,0.0,1000,82.525,0,0.0,10.0,5.75,0.0,607,104.85,0,0.0
6553600,14571.920504808426,84342,10.0,7.25,0.0,660,91.8,0,0.0,10.0,6.75,0.0,905,100.9,0,0.0
6619136,14702.691481351852,85010,10.0,6.5,0.0,1000,117.925,0,0.0,10.0,6.0,0.0,599,104.975,0,0.0
6684672,14836.7477080822,85620,10.0,5.75,0.0,511,84.9,0,0.0,10.0,7.25,0.0,854,88.95,0,0.0
6750208,14974.4930768013,86263,10.0,6.25,0.0,1000,172.15,0,0.0,10.0,7.0,0.0,1000,132.975,0,0.0
6815744,15109.703966379166,87056,10.0,6.75,0.0,691,116.4,0,0.0,10.0,6.75,0.0,1000,108.8,0,0.0
6881280,15247.312129735947,87885,10.0,6.5,0.0,268,69.125,0,0.0,10.0,7.0,0.0,456,71.35,0,0.0
6946816,15382.262500047684,88762,10.0,7.25,0.0,360,83.275,0,0.0,10.0,6.75,0.0,575,86.525,0,0.0
7012352,15520.10549211502,89674,10.0,6.0,0.0,386,76.7,0,0.0,10.0,6.25,0.0,367,70.6,0,0.0
7077888,15654.688919782639,90629,10.0,6.25,0.0,201,61.975,0,0.0,10.0,5.25,0.0,810,73.65,0,0.025
7143424,15795.203014850616,91627,10.0,7.75,0.0,180,58.525,0,0.0,10.0,6.75,0.0,146,53.85,0,0.0
7208960,15931.386734008789,92643,10.0,6.75,0.0,611,79.475,0,0.0,10.0,6.75,0.0,178,60.85,0,0.0
7274496,16069.127251386642,93685,10.0,8.0,0.0,249,69.075,0,0.0,10.0,6.5,0.0,161,54.25,0,0.0
7340032,16214.363959550858,94707,10.0,6.25,0.0,327,60.25,0,0.0,10.0,6.75,0.0,131,62.175,0,0.0
7405568,16353.150250911713,95701,10.0,7.5,0.0,281,68.075,0,0.0,10.0,7.5,0.0,112,49.025,0,0.0
7471104,16499.22796201706,96647,10.0,7.25,0.0,441,76.725,0,0.0,10.0,6.25,0.0,327,67.1,0,0.0
7536640,16645.725025177002,97568,10.0,5.0,0.0,185,68.775,0,0.0,10.0,6.5,0.0,171,59.725,0,0.0
7602176,16794.610949277878,98453,10.0,5.5,0.0,350,68.75,0,0.0,10.0,8.75,0.0,234,62.2,0,0.0
7667712,16935.108369350433,99302,10.0,6.0,0.0,445,79.6,0,0.0,10.0,6.75,0.0,301,68.35,0,0.0
7733248,17073.9952378273,100189,10.0,7.25,0.0,339,83.675,0,0.0,10.0,6.5,0.0,339,89.6,0,0.0
7798784,17211.14194726944,101109,10.0,7.0,0.0,431,67.7,0,0.0,10.0,7.75,0.0,718,93.725,0,0.025
7864320,17351.0027718544,101993,10.0,6.0,0.0,165,60.7,0,0.0,10.0,7.25,0.0,302,63.875,0,0.0
7929856,17490.071536540985,102726,10.0,6.75,0.0,229,70.825,0,0.0,10.0,7.25,0.0,395,81.175,0,0.0
7995392,17630.565769433975,103511,10.0,7.25,0.0,246,74.375,0,0.0,10.0,7.0,0.0,286,73.25,0,0.025
8060928,17786.83585858345,104349,10.0,7.5,0.0,671,88.75,0,0.0,10.0,7.5,0.0,813,91.825,0,0.025
8126464,17933.92369532585,105094,10.0,6.5,0.0,513,124.15,0,0.0,10.0,7.25,0.0,1000,89.75,0,0.0
8192000,18077.71006155014,105847,10.0,6.75,0.0,320,84.1,0,0.0,10.0,6.5,0.0,384,85.55,0,0.025
8257536,18224.772960186005,106519,10.0,7.5,0.0,1000,103.9,0,0.0,10.0,6.0,0.0,665,116.4,0,0.0
8323072,18365.893605470657,107201,10.0,8.25,0.0,380,79.375,0,0.0,10.0,6.0,0.0,568,106.8,0,0.0
8388608,18503.680682182312,107989,10.0,6.75,0.0,487,91.35,0,0.0,10.0,6.75,0.0,252,72.15,0,0.0
8454144,18654.250369548798,108730,10.0,8.0,0.0,233,76.45,0,0.0,10.0,7.0,0.0,253,79.825,0,0.0
8519680,18803.529713630676,109456,10.0,7.25,0.0,416,92.475,0,0.0,10.0,6.25,0.0,704,123.375,0,0.0
8585216,18957.881311178207,110281,10.0,8.5,0.0,253,60.85,0,0.0,10.0,8.0,0.0,286,71.85,0,0.0
8650752,19097.519319057465,111110,10.0,7.25,0.0,413,77.2,0,0.0,10.0,7.5,0.0,277,65.475,0,0.0
8716288,19250.395819187164,111923,10.0,7.0,0.0,231,74.375,0,0.0,10.0,7.25,0.0,341,76.825,0,0.0
8781824,19400.16216278076,112718,10.0,7.0,0.0,226,74.15,0,0.0,10.0,7.5,0.0,240,77.675,0,0.0
8847360,19550.265040159225,113517,10.0,7.0,0.0,827,104.15,0,0.0,10.0,6.75,0.0,1000,121.425,0,0.0
8912896,19699.280642032623,114343,10.0,6.0,0.0,313,97.925,0,0.0,10.0,6.25,0.0,426,87.05,0,0.0
8978432,19844.04913496971,115185,10.0,7.5,0.0,411,106.925,0,0.0,10.0,6.0,0.0,559,92.95,0,0.025
9043968,19985.101331472397,115986,10.0,6.5,0.0,277,79.475,0,0.0,10.0,7.25,0.0,587,92.15,0,0.025
9109504,20118.639043807983,116793,10.0,7.5,0.0,224,75.575,0,0.0,10.0,7.25,0.0,557,89.8,0,0.0
9175040,20257.317272901535,117595,10.0,6.25,0.0,212,60.2,0,0.0,10.0,6.75,0.0,938,110.375,0,0.0
9240576,20410.513835906982,118348,10.0,7.0,0.0,1000,96.9,0,0.0,10.0,7.5,0.0,156,61.2,0,0.0
9306112,20564.26182961464,119032,10.0,8.25,0.0,1000,101.5,0,0.0,10.0,8.5,0.0,486,100.7,0,0.0
9371648,20720.54522585869,119624,10.0,7.0,0.0,483,100.725,0,0.0,10.0,5.0,0.0,425,87.55,0,0.0
9437184,20876.706377506256,120143,10.0,6.25,0.0,1000,106.55,0,0.0,10.0,5.75,0.0,1000,102.825,0,0.0
9502720,21027.816657543182,120664,10.0,5.0,0.0,1000,187.825,0,0.025,10.0,7.25,0.0,1000,122.675,0,0.0
9568256,21176.670650482178,121181,10.0,5.25,0.0,1000,174.75,0,0.0,10.0,7.0,0.0,1000,133.1,0,0.0
9633792,21322.05633020401,121759,10.0,7.25,0.0,451,126.75,0,0.0,10.0,7.25,0.0,1000,152.4,0,0.025
9699328,21473.534367084503,122408,10.0,6.75,0.0,1000,117.975,0,0.025,10.0,7.75,0.0,1000,115.825,0,0.0
9764864,21629.53103709221,123019,10.0,5.75,0.0,542,98.7,0,0.0,10.0,7.75,0.0,1000,163.725,0,0.0
9830400,21779.24695634842,123683,10.0,7.5,0.0,822,84.25,0,0.0,10.0,6.75,0.0,1000,104.35,0,0.0
9895936,21922.135848999023,124369,10.0,7.5,0.0,676,100.35,0,0.0,10.0,6.5,0.0,1000,138.025,0,0.0
9961472,22070.740082502365,125084,10.0,6.75,0.0,1000,114.625,0,0.0,10.0,6.0,0.0,402,86.05,0,0.0
10027008,22223.422884225845,125841,10.0,7.0,0.0,192,75.375,0,0.0,10.0,7.0,0.0,276,75.45,0,0.025
10092544,22373.779443740845,126573,10.0,7.5,0.0,208,69.725,0,0.0,10.0,7.5,0.0,551,62.65,0,0.0
10158080,22526.978051185608,127367,10.0,7.25,0.0,887,88.45,0,0.0,10.0,6.75,0.0,809,79.375,0,0.0
10223616,22684.993539571762,128261,10.0,6.25,0.0,999,108.55,0,0.0,10.0,6.5,0.0,457,85.175,0,0.0
10289152,22836.196630239487,129158,10.0,6.5,0.0,501,79.625,0,0.0,10.0,6.25,0.0,348,66.8,0,0.0
10354688,22986.863785505295,130055,10.0,8.0,0.0,224,62.875,0,0.0,10.0,7.25,0.0,239,68.425,0,0.0
10420224,23136.043865680695,130964,10.0,5.75,0.0,151,55.2,0,0.0,10.0,7.0,0.0,240,56.675,0,0.0
10485760,23284.5673122406,131859,10.0,7.5,0.0,287,73.425,0,0.0,10.0,6.75,0.0,120,48.575,0,0.0
10551296,23437.24125599861,132644,10.0,7.25,0.0,1000,127.625,0,0.0,10.0,8.25,0.0,206,75.45,0,0.0
10616832,23588.008145809174,133417,10.0,7.25,0.0,518,89.825,0,0.0,10.0,7.0,0.0,257,72.825,0,0.025
10682368,23736.13371682167,134230,10.0,7.0,0.0,248,88.375,0,0.0,10.0,7.5,0.0,137,52.65,0,0.0
10747904,23878.37624025345,135040,10.0,6.75,0.0,375,68.175,0,0.0,10.0,7.75,0.0,142,63.45,0,0.0
10813440,24024.98959517479,135784,10.0,6.75,0.0,219,69.55,0,0.0,10.0,6.75,0.0,1000,94.55,0,0.025
10878976,24180.439225435257,136504,10.0,7.25,0.0,1000,112.375,0,0.0,10.0,6.25,0.0,405,84.45,0,0.0
10944512,24322.47208428383,137246,10.0,7.5,0.0,686,76.9,0,0.0,10.0,8.0,0.0,242,79.325,0,0.0
11010048,24468.195849895477,137959,10.0,5.75,0.0,200,78.375,0,0.0,10.0,6.0,0.0,564,90.4,0,0.0
11075584,24610.210633277893,138765,10.0,6.25,0.0,507,100.65,0,0.0,10.0,6.5,0.0,603,103.575,0,0.025
11141120,24754.588552951813,139639,10.0,8.5,0.0,201,64.9,0,0.0,10.0,6.75,0.0,526,86.4,0,0.0
11206656,24899.83761191368,140424,10.0,7.0,0.0,528,78.95,0,0.025,10.0,5.75,0.0,905,110.2,0,0.0
11272192,25040.615312814713,141204,10.0,6.5,0.0,544,94.0,0,0.025,10.0,7.0,0.0,139,66.25,0,0.025
11337728,25180.646119832993,141915,10.0,6.5,0.0,773,104.075,0,0.0,10.0,7.0,0.0,222,78.75,0,0.0
11403264,25324.231888771057,142716,10.0,6.25,0.0,292,80.175,0,0.0,10.0,7.5,0.0,298,82.675,0,0.0
11468800,25473.820546150208,143535,10.0,7.5,0.0,1000,94.35,0,0.0,10.0,7.0,0.0,225,69.55,0,0.0
11534336,25625.30763912201,144315,10.0,7.5,0.0,779,93.75,0,0.0,10.0,7.0,0.0,383,82.45,0,0.0
11599872,25785.580615520477,145042,10.0,6.25,0.0,383,100.975,0,0.0,10.0,7.5,0.0,219,66.375,0,0.0
11665408,25935.39592218399,145795,10.0,7.75,0.0,357,88.7,0,0.0,10.0,7.25,0.0,873,123.375,0,0.0
11730944,26077.101372241974,146586,10.0,6.75,0.0,301,98.675,0,0.0,10.0,6.75,0.0,993,106.1,0,0.0
11796480,26223.32790827751,147430,10.0,8.0,0.0,409,88.5,0,0.0,10.0,8.0,0.0,324,94.525,0,0.0
11862016,26368.466223478317,148236,10.0,6.75,0.0,227,79.2,0,0.0,10.0,7.25,0.0,295,83.0,0,0.0
11927552,26509.386860609055,149021,10.0,7.5,0.0,263,70.95,0,0.0,10.0,8.5,0.0,483,88.55,0,0.0
11993088,26655.66066479683,149785,10.0,7.5,0.0,325,97.825,0,0.0,10.0,8.25,0.0,176,73.2,0,0.0
12058624,26795.607902288437,150555,10.0,7.0,0.0,321,78.775,0,0.0,10.0,8.0,0.0,452,94.05,0,0.0
12124160,26937.748415231705,151382,10.0,8.25,0.0,555,80.325,0,0.0,10.0,6.75,0.0,390,72.875,0,0.025
12189696,27081.44361114502,152244,10.0,8.75,0.0,363,86.6,0,0.0,10.0,7.75,0.0,222,63.2,0,0.025
12255232,27223.120538949966,153114,10.0,5.75,0.0,493,86.55,0,0.0,10.0,6.25,0.0,159,63.675,0,0.0
12320768,27371.898051977158,153988,10.0,7.5,0.0,204,77.4,0,0.0,10.0,7.0,0.0,775,90.325,0,0.0
12386304,27538.50075697899,154808,10.0,7.0,0.0,297,76.2,0,0.0,10.0,6.75,0.0,313,71.225,0,0.0
12451840,27684.85402917862,155626,10.0,7.5,0.0,1000,93.4,0,0.0,10.0,8.0,0.0,291,72.575,0,0.0
12517376,27841.0035302639,156458,10.0,6.75,0.0,552,79.75,0,0.0,10.0,7.75,0.0,244,58.1,0,0.0
12582912,28000.76510167122,157374,10.0,8.0,0.0,429,77.725,0,0.0,10.0,7.5,0.0,232,66.35,0,0.0
12648448,28149.880355596542,158253,10.0,6.75,0.0,180,70.125,0,0.0,10.0,6.0,0.0,293,77.825,0,0.0
12713984,28308.83152270317,159127,10.0,8.0,0.0,264,73.375,0,0.0,10.0,7.0,0.0,249,74.85,0,0.025
12779520,28456.184367895126,159987,10.0,7.75,0.0,280,82.075,0,0.0,10.0,6.75,0.0,310,85.2,0,0.0
12845056,28624.79125881195,160770,10.0,8.0,0.0,654,82.575,0,0.0,10.0,7.0,0.0,182,61.15,0,0.0
12910592,28797.480845212936,161544,10.0,6.75,0.0,223,80.15,0,0.0,10.0,7.0,0.0,460,93.95,0,0.0
12976128,28969.48948121071,162369,10.0,7.25,0.0,197,68.95,0,0.0,10.0,7.75,0.0,282,66.925,0,0.025
13041664,29125.373242378235,163157,10.0,7.75,0.0,816,85.825,0,0.0,10.0,8.25,0.0,467,94.3,0,0.0
13107200,29284.85332584381,163952,10.0,8.25,0.0,326,82.05,0,0.025,10.0,6.25,0.0,218,76.1,0,0.0
13172736,29451.933017730713,164736,10.0,7.0,0.0,384,85.55,0,0.0,10.0,6.0,0.0,240,75.25,0,0.0
13238272,29625.038644075394,165464,10.0,6.75,0.0,431,89.175,0,0.0,10.0,7.75,0.0,1000,86.3,0,0.0
13303808,29795.55755352974,166189,10.0,6.25,0.0,332,81.55,0,0.0,10.0,6.75,0.0,367,83.85,0,0.0
13369344,29958.833250284195,166865,10.0,8.0,0.0,253,68.55,0,0.0,10.0,6.75,0.0,1000,115.125,0,0.0
13434880,30125.038782596588,167508,10.0,7.25,0.0,343,91.225,0,0.0,10.0,7.5,0.0,263,73.775,0,0.0
13500416,30284.179411411285,168150,10.0,7.75,0.0,397,86.85,0,0.0,10.0,7.75,0.0,1000,116.15,0,0.0
13565952,30435.99490094185,168802,10.0,9.25,0.0,267,60.175,0,0.0,10.0,7.5,0.0,536,103.7,0,0.0
13631488,30584.62072110176,169479,10.0,8.75,0.0,1000,115.125,0,0.0,10.0,8.25,0.0,642,106.625,0,0.0
13697024,30736.662405014038,170104,10.0,7.25,0.0,206,71.175,0,0.0,10.0,6.5,0.0,1000,106.675,0,0.0
13762560,30888.60251545906,170737,10.0,8.75,0.0,511,69.75,0,0.0,10.0,7.5,0.0,1000,102.2,0,0.025
13828096,31026.53225326538,171394,10.0,7.0,0.0,419,98.475,0,0.0,10.0,8.0,0.0,1000,129.6,0,0.0
13893632,31168.33439707756,172054,10.0,7.25,0.0,304,78.575,0,0.0,10.0,6.75,0.0,595,93.25,0,0.0
13959168,31309.101329803467,172761,10.0,8.5,0.0,216,74.975,0,0.0,10.0,7.75,0.0,208,69.875,0,0.0
14024704,31454.45068502426,173462,10.0,6.75,0.0,1000,140.5,0,0.0,10.0,7.25,0.0,206,74.575,0,0.0
14090240,31613.095396995544,174144,10.0,7.0,0.0,868,154.075,0,0.0,10.0,8.0,0.0,838,88.375,0,0.0
14155776,31766.174667596817,174822,10.0,6.5,0.0,262,76.825,0,0.0,10.0,6.25,0.0,1000,124.275,0,0.0
